year,origin,dest,sitc4,export_val,import_val
1992,ita,gbr,3222,0.00,12140.00
1992,ita,grc,3222,8524.00,0.00
1992,ita,hrv,3222,52667.00,0.00
1992,ita,ltu,3222,0.00,543201.00
1992,ita,mlt,3222,975.00,0.00
1992,ita,nld,3222,3814.00,6977593.00
1992,ita,pol,3222,0.00,19699531.00
1992,ita,prt,3222,507.00,0.00
1992,ita,rou,3222,1118.00,0.00
1992,ita,rus,3222,0.00,24226720.00
1992,ita,scg,3222,399196.00,0.00
1992,ita,svn,3222,18397.00,0.00
1992,ita,swe,3222,0.00,1031.00
1992,ita,ukr,3222,0.00,4342730.00
1992,ita,can,3222,0.00,11484103.00
1992,ita,usa,3222,0.00,415738296.00
1992,ita,aus,3222,0.00,79797287.00
1992,ita,col,3222,0.00,9566041.00
1992,ita,ven,3222,988.00,12778677.00
1992,ltu,fra,3222,517157.00,0.00
1992,ltu,gbr,3222,3061347.00,0.00
1992,ltu,grc,3222,289515.00,0.00
1992,ltu,ita,3222,543201.00,0.00
1992,lva,fra,3222,921649.00,0.00
1992,lva,gbr,3222,1017694.00,0.00
1992,lva,swe,3222,181462.00,0.00
1992,mda,rou,3222,3629287.00,0.00
1992,mlt,zaf,3222,0.00,8066077.00
1992,mlt,gbr,3222,0.00,154364.00
1992,mlt,ita,3222,0.00,975.00
1992,mlt,nld,3222,0.00,7775570.00
1992,nld,zaf,3222,0.00,40265565.00
1992,nld,chn,3222,0.00,2572642.00
1992,nld,geo,3222,0.00,3151.00
1992,nld,idn,3222,0.00,36759677.00
1992,nld,mys,3222,0.00,6189.00
1992,nld,sgp,3222,38513.00,0.00
1992,nld,aut,3222,942.00,0.00
1992,nld,bel,3222,18120925.00,7542379.00
1992,nld,che,3222,476773.00,0.00
1992,nld,csk,3222,0.00,532465.00
1992,nld,deu,3222,4055238.00,3304992.00
1992,nld,esp,3222,5758313.00,0.00
1992,nld,fra,3222,438902.00,4546.00
1992,nld,gbr,3222,241724358.00,114940.00
1992,nld,irl,3222,1053313.00,0.00
1992,nld,ita,3222,6977593.00,3814.00
1992,nld,mlt,3222,7775570.00,0.00
1992,nld,nor,3222,129623.00,0.00
1992,nld,pol,3222,0.00,37242173.00
1992,nld,prt,3222,211956.00,0.00
1992,nld,rus,3222,0.00,351475.00
1992,nld,ukr,3222,0.00,91777.00
1992,nld,can,3222,0.00,15848826.00
1992,nld,usa,3222,0.00,273318091.00
1992,nld,aus,3222,0.00,206926032.00
1992,nld,nzl,3222,0.00,236851.00
1992,nld,col,3222,0.00,54285571.00
1992,nld,ven,3222,0.00,2382136.00
1992,nor,chn,3222,0.00,1242.00
1992,nor,idn,3222,0.00,234412.00
1992,nor,bel,3222,5979.00,2299652.00
1992,nor,csk,3222,0.00,1774564.00
1992,nor,deu,3222,4682693.00,787506.00
1992,nor,est,3222,0.00,602505.00
1992,nor,fra,3222,3030829.00,3644207.00
1992,nor,gbr,3222,1840704.00,6298574.00
1992,nor,nld,3222,0.00,129623.00
1992,nor,pol,3222,0.00,8890742.00
1992,nor,rus,3222,0.00,3593100.00
1992,nor,swe,3222,0.00,196769.00
1992,nor,usa,3222,0.00,8505011.00
1992,nor,col,3222,0.00,439475.00
1992,nor,ven,3222,0.00,282277.00
1992,pol,zaf,3222,5321354.00,0.00
1992,pol,ind,3222,3379000.00,0.00
1992,pol,irn,3222,887000.00,0.00
1992,pol,aut,3222,118855469.00,0.00
1992,pol,bel,3222,17966490.00,0.00
1992,pol,blr,3222,1234000.00,0.00
1992,pol,che,3222,100060.00,0.00
1992,pol,csk,3222,137412992.00,0.00
1992,pol,deu,3222,153843270.00,18000.00
1992,pol,dnk,3222,27274000.00,0.00
1992,pol,esp,3222,11290273.00,0.00
1992,pol,fin,3222,89039235.00,0.00
1992,pol,fra,3222,22260996.00,0.00
1992,pol,gbr,3222,65497256.00,0.00
1992,pol,hun,3222,28191836.00,0.00
1992,pol,irl,3222,46473369.00,0.00
1992,pol,ita,3222,19699531.00,0.00
1992,pol,nld,3222,37242173.00,0.00
1992,pol,nor,3222,8890742.00,0.00
1992,pol,prt,3222,2095000.00,0.00
1992,pol,rou,3222,5699490.00,0.00
1992,pol,scg,3222,1596558.00,0.00
1992,pol,swe,3222,21804979.00,0.00
1992,pol,ukr,3222,63016000.00,0.00
1992,pol,arg,3222,6667200.00,0.00
1992,pol,bra,3222,65617000.00,0.00
1992,prt,ago,3222,7423.00,0.00
1992,prt,zaf,3222,0.00,46512355.00
1992,prt,bel,3222,0.00,78101.00
1992,prt,esp,3222,0.00,57996.00
1992,prt,gbr,3222,0.00,1622738.00
1992,prt,ita,3222,0.00,507.00
1992,prt,nld,3222,0.00,211956.00
1992,prt,pol,3222,0.00,2095000.00
1992,prt,rus,3222,0.00,1954137.00
1992,prt,ukr,3222,0.00,1708544.00
1992,prt,can,3222,0.00,11853943.00
1992,prt,usa,3222,0.00,70038052.00
1992,prt,aus,3222,0.00,3072190.00
1992,prt,col,3222,0.00,18422137.00
1992,rou,zaf,3222,0.00,2429986.00
1992,rou,chn,3222,0.00,10789667.00
1992,rou,jpn,3222,0.00,31250215.00
1992,rou,kaz,3222,0.00,581757.00
1992,rou,sgp,3222,0.00,10828872.00
1992,rou,tur,3222,0.00,7251.00
1992,rou,aut,3222,0.00,6895376.00
1992,rou,bih,3222,0.00,12569.00
1992,rou,che,3222,0.00,2406122.00
1992,rou,csk,3222,0.00,508155.00
1992,rou,deu,3222,0.00,5251733.00
1992,rou,gbr,3222,0.00,9330863.00
1992,rou,hun,3222,0.00,2405620.00
1992,rou,ita,3222,0.00,1118.00
1992,rou,mda,3222,0.00,3629287.00
1992,rou,pol,3222,0.00,5699490.00
1992,rou,rus,3222,0.00,85284142.00
1992,rou,scg,3222,0.00,1392499.00
1992,rou,ukr,3222,0.00,21344730.00
1992,rou,usa,3222,0.00,21912078.00
1992,rou,aus,3222,0.00,23349590.00
1992,rus,mar,3222,10248397.00,0.00
1992,rus,chn,3222,2403.00,0.00
1992,rus,cyp,3222,907410.00,0.00
1992,rus,jpn,3222,201926422.00,0.00
1992,rus,kor,3222,7758641.00,0.00
1992,rus,tur,3222,32344207.00,0.00
1992,rus,aut,3222,23681960.00,0.00
1992,rus,bel,3222,7861000.00,0.00
1992,rus,deu,3222,6855761.00,0.00
1992,rus,esp,3222,9635096.00,0.00
1992,rus,fin,3222,45188205.00,0.00
1992,rus,fra,3222,24376361.00,0.00
1992,rus,gbr,3222,27377845.00,0.00
1992,rus,grc,3222,18365382.00,0.00
1992,rus,hun,3222,9724659.00,0.00
1992,rus,irl,3222,1294941.00,0.00
1992,rus,ita,3222,24226720.00,0.00
1992,rus,nld,3222,351475.00,0.00
1992,rus,nor,3222,3593100.00,0.00
1992,rus,prt,3222,1954137.00,0.00
1992,rus,rou,3222,85284142.00,0.00
1992,rus,swe,3222,13332601.00,0.00
1992,scg,zaf,3222,0.00,921521.00
1992,scg,csk,3222,0.00,477815.00
1992,scg,fra,3222,18173.00,0.00
1992,scg,ita,3222,0.00,399196.00
1992,scg,pol,3222,0.00,1596558.00
1992,scg,rou,3222,1392499.00,0.00
1992,scg,svn,3222,7770.00,0.00
1992,scg,usa,3222,0.00,1150728.00
1992,svn,aut,3222,0.00,1452.00
1992,svn,bih,3222,0.00,8379.00
1992,svn,dnk,3222,0.00,1783.00
1992,svn,hrv,3222,0.00,1550.00
1992,svn,ita,3222,0.00,18397.00
1992,svn,scg,3222,0.00,7770.00
1992,svn,usa,3222,0.00,1516479.00
1992,swe,idn,3222,0.00,494929.00
1992,swe,csk,3222,0.00,959386.00
1992,swe,deu,3222,4467.00,4019.00
1992,swe,dnk,3222,344523.00,258503.00
1992,swe,est,3222,0.00,829293.00
1992,swe,fin,3222,859.00,3768.00
1992,swe,fra,3222,1374.00,0.00
1992,swe,gbr,3222,171796.00,189428.00
1992,swe,ita,3222,1031.00,0.00
1992,swe,lva,3222,0.00,181462.00
1992,swe,nor,3222,196769.00,0.00
1992,swe,pol,3222,0.00,21804979.00
1992,swe,rus,3222,0.00,13332601.00
1992,swe,can,3222,0.00,3089598.00
1992,swe,usa,3222,0.00,53283529.00
1992,swe,vct,3222,0.00,2207665.00
1992,swe,aus,3222,0.00,32092515.00
1992,swe,col,3222,0.00,367265.00
1992,swe,ven,3222,0.00,12808828.00
1992,ukr,tur,3222,95877.00,0.00
1992,ukr,aut,3222,1052969.00,0.00
1992,ukr,bel,3222,1072537.00,0.00
1992,ukr,esp,3222,283864.00,0.00
1992,ukr,fra,3222,870672.00,0.00
1992,ukr,hrv,3222,339626.00,0.00
1992,ukr,ita,3222,4342730.00,0.00
1992,ukr,nld,3222,91777.00,0.00
1992,ukr,pol,3222,0.00,63016000.00
1992,ukr,prt,3222,1708544.00,0.00
1992,ukr,rou,3222,21344730.00,0.00
1992,ant,col,3222,0.00,8279.00
1992,atg,gbr,3222,1269564.00,0.00
1992,bhs,fra,3222,1829771.00,0.00
1992,bhs,irl,3222,4026.00,0.00
1992,can,egy,3222,5314409.00,0.00
1992,can,chn,3222,1858181.00,0.00
1992,can,irn,3222,3444394.00,0.00
1992,can,jpn,3222,955003604.00,0.00
1992,can,kor,3222,243462644.00,0.00
1992,can,pak,3222,2513653.00,0.00
1992,can,tur,3222,8327787.00,0.00
1992,can,bel,3222,13280176.00,0.00
1992,can,deu,3222,10606855.00,0.00
1992,can,dnk,3222,40838488.00,0.00
1992,can,esp,3222,20299123.00,0.00
1992,can,fra,3222,18951149.00,0.00
1992,can,gbr,3222,40076528.00,0.00
1992,can,grc,3222,1797038.00,0.00
1992,can,hrv,3222,1490087.00,0.00
1992,can,isl,3222,668519.00,0.00
1992,can,ita,3222,11484103.00,0.00
1992,can,nld,3222,15848826.00,0.00
1992,can,prt,3222,11853943.00,0.00
1992,can,swe,3222,3089598.00,0.00
1992,can,dom,3222,971948.00,0.00
1992,can,mex,3222,2799411.00,0.00
1992,can,usa,3222,36726352.00,415415953.00
1992,can,arg,3222,1599966.00,0.00
1992,can,bra,3222,50511868.00,0.00
1992,can,chl,3222,10304013.00,0.00
1992,dom,can,3222,0.00,971948.00
1992,dom,usa,3222,0.00,2936159.00
1992,dom,col,3222,0.00,4503460.00
1992,hnd,usa,3222,0.00,4500.00
1992,hnd,col,3222,0.00,989.00
1992,jam,usa,3222,0.00,722032.00
1992,mex,can,3222,0.00,2799411.00
1992,mex,usa,3222,0.00,209731.00
1992,mex,aus,3222,0.00,2948601.00
1992,mex,col,3222,0.00,1539519.00
1992,pan,col,3222,0.00,1807826.00
1992,tto,gbr,3222,0.00,610.00
1992,tto,usa,3222,0.00,12984.00
1992,usa,dza,3222,24196694.00,0.00
1992,usa,egy,3222,37929758.00,0.00
1992,usa,mar,3222,31857432.00,0.00
1992,usa,zaf,3222,29365338.00,0.00
1992,usa,chn,3222,4881171.00,0.00
1992,usa,hkg,3222,13452100.00,0.00
1992,usa,idn,3222,892700.00,10259677.00
1992,usa,ind,3222,0.00,1690226.00
1992,usa,isr,3222,32234716.00,0.00
1992,usa,jpn,3222,607626911.00,5401.00
1992,usa,kor,3222,170092854.00,0.00
1992,usa,mys,3222,429.00,2201779.00
1992,usa,phl,3222,20682.00,0.00
1992,usa,sau,3222,4656.00,0.00
1992,usa,sgp,3222,0.00,4871.00
1992,usa,tha,3222,749.00,0.00
1992,usa,tur,3222,64209062.00,0.00
1992,usa,alb,3222,1496028.00,0.00
1992,usa,aut,3222,8633900.00,0.00
1992,usa,bel,3222,262876794.00,0.00
1992,usa,bgr,3222,25088434.00,0.00
1992,usa,deu,3222,67215466.00,0.00
1992,usa,dnk,3222,125265315.00,0.00
1992,usa,esp,3222,197921123.00,0.00
1992,usa,fin,3222,12368443.00,0.00
1992,usa,fra,3222,426971676.00,0.00
1992,usa,gbr,3222,252345703.00,2803.00
1992,usa,grc,3222,0.00,1030.00
1992,usa,hrv,3222,16852563.00,0.00
1992,usa,hun,3222,3159651.00,0.00
1992,usa,irl,3222,62931669.00,0.00
1992,usa,isl,3222,1336498.00,0.00
1992,usa,ita,3222,415738296.00,0.00
1992,usa,nld,3222,273318091.00,0.00
1992,usa,nor,3222,8505011.00,0.00
1992,usa,prt,3222,70038052.00,0.00
1992,usa,rou,3222,21912078.00,0.00
1992,usa,scg,3222,1150728.00,0.00
1992,usa,svn,3222,1516479.00,0.00
1992,usa,swe,3222,53283529.00,0.00
1992,usa,can,3222,415415953.00,36726352.00
1992,usa,dom,3222,2936159.00,0.00
1992,usa,hnd,3222,4500.00,0.00
1992,usa,jam,3222,722032.00,0.00
1992,usa,mex,3222,209731.00,0.00
1992,usa,tto,3222,12984.00,0.00
1992,usa,vgb,3222,40000.00,0.00
1992,usa,aus,3222,2673.00,4031753.00
1992,usa,arg,3222,28540947.00,0.00
1992,usa,bra,3222,289597431.00,0.00
1992,usa,chl,3222,1386900.00,0.00
1992,usa,col,3222,0.00,55276412.00
1992,usa,per,3222,913.00,0.00
1992,usa,ven,3222,0.00,16104891.00
1992,vct,swe,3222,2207665.00,0.00
1992,vgb,usa,3222,0.00,40000.00
1992,vgb,col,3222,0.00,534270.00
1992,aus,dza,3222,20578408.00,0.00
1992,aus,egy,3222,21745393.00,0.00
1992,aus,reu,3222,937245.00,0.00
1992,aus,chn,3222,12293677.00,0.00
1992,aus,hkg,3222,119303663.00,0.00
1992,aus,idn,3222,9955103.00,0.00
1992,aus,ind,3222,288940528.00,0.00
1992,aus,irn,3222,24755794.00,0.00
1992,aus,isr,3222,15462438.00,0.00
1992,aus,jpn,3222,2725067249.00,0.00
1992,aus,kor,3222,654313479.00,0.00
1992,aus,lbn,3222,0.00,3114.00
1992,aus,mys,3222,22571604.00,1470.00
1992,aus,pak,3222,48319959.00,0.00
1992,aus,phl,3222,11176718.00,0.00
1992,aus,sgp,3222,12937.00,1179.00
1992,aus,tha,3222,2685780.00,0.00
1992,aus,tur,3222,32748943.00,0.00
1992,aus,bel,3222,104836478.00,0.00
1992,aus,deu,3222,75395940.00,0.00
1992,aus,dnk,3222,40628046.00,0.00
1992,aus,esp,3222,63893590.00,0.00
1992,aus,fin,3222,3000262.00,0.00
1992,aus,fra,3222,233003729.00,0.00
1992,aus,gbr,3222,199572620.00,0.00
1992,aus,ita,3222,79797287.00,0.00
1992,aus,nld,3222,206926032.00,0.00
1992,aus,prt,3222,3072190.00,0.00
1992,aus,rou,3222,23349590.00,0.00
1992,aus,swe,3222,32092515.00,0.00
1992,aus,mex,3222,2948601.00,0.00
1992,aus,usa,3222,4031753.00,2673.00
1992,aus,fji,3222,648076.00,0.00
1992,aus,ncl,3222,4497066.00,0.00
1992,aus,nzl,3222,3510.00,0.00
1992,aus,arg,3222,19087234.00,0.00
1992,aus,bra,3222,119785857.00,0.00
1992,aus,chl,3222,25273749.00,0.00
1992,fji,aus,3222,0.00,648076.00
1992,ncl,aus,3222,0.00,4497066.00
1992,ncl,nzl,3222,0.00,371831.00
1992,nzl,chn,3222,6815868.00,0.00
1992,nzl,idn,3222,0.00,810257.00
1992,nzl,ind,3222,6175142.00,0.00
1992,nzl,jpn,3222,24510475.00,0.00
1992,nzl,kor,3222,528921.00,0.00
1992,nzl,bel,3222,936278.00,0.00
1992,nzl,gbr,3222,108521.00,0.00
1992,nzl,nld,3222,236851.00,0.00
1992,nzl,aus,3222,0.00,3510.00
1992,nzl,ncl,3222,371831.00,0.00
1992,arg,bel,3222,0.00,9617.00
1992,arg,pol,3222,0.00,6667200.00
1992,arg,can,3222,0.00,1599966.00
1992,arg,usa,3222,0.00,28540947.00
1992,arg,aus,3222,0.00,19087234.00
1992,arg,bra,3222,136164.00,0.00
1992,arg,chl,3222,0.00,22432.00
1992,arg,col,3222,0.00,1722646.00
1992,arg,ury,3222,639.00,0.00
1992,bra,zaf,3222,0.00,15006435.00
1992,bra,fra,3222,53956.00,0.00
1992,bra,pol,3222,0.00,65617000.00
1992,bra,can,3222,0.00,50511868.00
1992,bra,usa,3222,0.00,289597431.00
1992,bra,aus,3222,0.00,119785857.00
1992,bra,arg,3222,0.00,136164.00
1992,bra,col,3222,0.00,3683518.00
1992,chl,idn,3222,0.00,1278053.00
1992,chl,can,3222,0.00,10304013.00
1992,chl,usa,3222,0.00,1386900.00
1992,chl,aus,3222,0.00,25273749.00
1992,chl,arg,3222,22432.00,0.00
1992,chl,col,3222,0.00,1086179.00
1992,chl,ven,3222,0.00,2261943.00
1992,col,mar,3222,663633.00,0.00
1992,col,isr,3222,20463816.00,0.00
1992,col,jpn,3222,12505583.00,0.00
1992,col,aut,3222,3277.00,0.00
1992,col,bel,3222,8836594.00,0.00
1992,col,che,3222,1575000.00,0.00
1992,col,deu,3222,27051150.00,0.00
1992,col,dnk,3222,48191592.00,0.00
1992,col,esp,3222,31103739.00,0.00
1992,col,fin,3222,8078820.00,0.00
1992,col,fra,3222,69030672.00,0.00
1992,col,gbr,3222,67811521.00,0.00
1992,col,grc,3222,4174001.00,0.00
1992,col,irl,3222,32137300.00,0.00
1992,col,ita,3222,9566041.00,0.00
1992,col,nld,3222,54285571.00,0.00
1992,col,nor,3222,439475.00,0.00
1992,col,prt,3222,18422137.00,0.00
1992,col,swe,3222,367265.00,0.00
1992,col,ant,3222,8279.00,0.00
1992,col,dom,3222,4503460.00,0.00
1992,col,hnd,3222,989.00,0.00
1992,col,mex,3222,1539519.00,0.00
1992,col,pan,3222,1807826.00,0.00
1992,col,usa,3222,55276412.00,0.00
1992,col,vgb,3222,534270.00,0.00
1992,col,arg,3222,1722646.00,0.00
1992,col,bra,3222,3683518.00,0.00
1992,col,chl,3222,1086179.00,0.00
1992,col,per,3222,8155863.00,0.00
1992,col,ven,3222,1519036.00,0.00
1992,flk,gbr,3222,0.00,3651.00
1992,guf,fra,3222,0.00,751.00
1992,per,usa,3222,0.00,913.00
1992,per,col,3222,0.00,8155863.00
1992,per,ven,3222,0.00,1172888.00
1992,ury,arg,3222,0.00,639.00
1992,ven,jpn,3222,2325770.00,0.00
1992,ven,bel,3222,739197.00,0.00
1992,ven,deu,3222,2699546.00,0.00
1992,ven,esp,3222,135021.00,0.00
1992,ven,fin,3222,2481554.00,0.00
1992,ven,fra,3222,29313210.00,0.00
1992,ven,gbr,3222,6965308.00,0.00
1992,ven,grc,3222,1773217.00,0.00
1992,ven,irl,3222,182453.00,0.00
1992,ven,ita,3222,12778677.00,988.00
1992,ven,nld,3222,2382136.00,0.00
1992,ven,nor,3222,282277.00,0.00
1992,ven,swe,3222,12808828.00,0.00
1992,ven,usa,3222,16104891.00,0.00
1992,ven,chl,3222,2261943.00,0.00
1992,ven,col,3222,0.00,1519036.00
1992,ven,per,3222,1172888.00,0.00
1993,dji,irl,3222,4738.00,0.00
1993,dza,ita,3222,0.00,57029.00
1993,dza,can,3222,0.00,5663421.00
1993,dza,usa,3222,0.00,29200146.00
1993,dza,aus,3222,0.00,26862249.00
1993,egy,lby,3222,0.00,4504722.00
1993,egy,sau,3222,15517.00,0.00
1993,egy,deu,3222,0.00,6000.00
1993,egy,esp,3222,0.00,3252887.00
1993,egy,rus,3222,0.00,7224367.00
1993,egy,can,3222,0.00,4895698.00
1993,egy,usa,3222,0.00,37334105.00
1993,egy,aus,3222,0.00,23913218.00
1993,gab,fra,3222,0.00,1714.00
1993,gab,gbr,3222,0.00,2288.00
1993,gha,gbr,3222,0.00,912.00
1993,gnq,zaf,3222,0.00,1033157.00
1993,ken,zaf,3222,0.00,2032889.00
1993,lby,egy,3222,4504722.00,0.00
1993,lby,ita,3222,0.00,6038.00
1993,mar,zaf,3222,0.00,6179758.00
1993,mar,nld,3222,0.00,351706.00
1993,mar,rus,3222,0.00,4042683.00
1993,mar,ukr,3222,0.00,783896.00
1993,mar,usa,3222,0.00,28933160.00
1993,mar,col,3222,0.00,577623.00
1993,moz,zaf,3222,0.00,3403361.00
1993,moz,tur,3222,1450511.00,0.00
1993,mus,zaf,3222,0.00,3325518.00
1993,mus,fra,3222,0.00,573.00
1993,mwi,zaf,3222,0.00,4037.00
1993,nga,usa,3222,0.00,1718978.00
1993,nga,aus,3222,0.00,1059283.00
1993,reu,zaf,3222,0.00,4008055.00
1993,reu,aus,3222,0.00,279788.00
1993,sdn,cze,3222,0.00,95215.00
1993,shn,zaf,3222,0.00,618.00
1993,sle,cze,3222,0.00,123488.00
1993,som,sau,3222,27819.00,0.00
1993,tun,bel,3222,0.00,604.00
1993,tun,gbr,3222,0.00,28366.00
1993,zaf,gnq,3222,1033157.00,0.00
1993,zaf,ken,3222,2032889.00,0.00
1993,zaf,mar,3222,6179758.00,0.00
1993,zaf,moz,3222,3403361.00,0.00
1993,zaf,mus,3222,3325518.00,0.00
1993,zaf,mwi,3222,4037.00,0.00
1993,zaf,reu,3222,4008055.00,0.00
1993,zaf,shn,3222,618.00,0.00
1993,zaf,zwe,3222,431908.00,62118.00
1993,zaf,chn,3222,1377340.00,0.00
1993,zaf,cyp,3222,338867.00,0.00
1993,zaf,hkg,3222,104057290.00,0.00
1993,zaf,ind,3222,2394916.00,0.00
1993,zaf,isr,3222,300200768.00,0.00
1993,zaf,jor,3222,2512494.00,0.00
1993,zaf,jpn,3222,214625924.00,0.00
1993,zaf,kor,3222,133955502.00,0.00
1993,zaf,mys,3222,1974.00,0.00
1993,zaf,sau,3222,3071960.00,0.00
1993,zaf,sgp,3222,16152.00,0.00
1993,zaf,tha,3222,1279533.00,0.00
1993,zaf,tur,3222,47337913.00,0.00
1993,zaf,aut,3222,3212465.00,0.00
1993,zaf,bel,3222,123977177.00,0.00
1993,zaf,bgr,3222,467588.00,0.00
1993,zaf,che,3222,5297108.00,0.00
1993,zaf,deu,3222,153937059.00,12960.00
1993,zaf,dnk,3222,2129606.00,0.00
1993,zaf,esp,3222,159045624.00,0.00
1993,zaf,fra,3222,45750047.00,0.00
1993,zaf,gbr,3222,24500351.00,0.00
1993,zaf,gib,3222,12833564.00,0.00
1993,zaf,grc,3222,13716482.00,0.00
1993,zaf,hrv,3222,4959141.00,0.00
1993,zaf,irl,3222,1037530.00,0.00
1993,zaf,ita,3222,78746189.00,0.00
1993,zaf,mlt,3222,8481692.00,0.00
1993,zaf,nld,3222,55480899.00,0.00
1993,zaf,prt,3222,39381224.00,0.00
1993,zaf,scg,3222,667802.00,0.00
1993,zaf,usa,3222,743387.00,20251394.00
1993,zaf,ncl,3222,1668373.00,0.00
1993,zaf,arg,3222,7718396.00,0.00
1993,zaf,bra,3222,24185423.00,0.00
1993,zwe,zaf,3222,62118.00,431908.00
1993,afg,pak,3222,2172254.00,0.00
1993,bgd,idn,3222,0.00,221000.00
1993,bgd,ind,3222,0.00,17243832.00
1993,brn,idn,3222,0.00,1790.00
1993,brn,jpn,3222,0.00,11020.00
1993,brn,mys,3222,0.00,1095.00
1993,brn,sgp,3222,0.00,56668.00
1993,brn,usa,3222,0.00,1366.00
1993,btn,ind,3222,136340.00,84576.00
1993,chn,zaf,3222,0.00,1377340.00
1993,chn,hkg,3222,57968772.00,0.00
1993,chn,idn,3222,2458335.00,0.00
1993,chn,ind,3222,1821627.00,0.00
1993,chn,isr,3222,1592631.00,0.00
1993,chn,jpn,3222,213721173.00,0.00
1993,chn,kor,3222,178293545.00,0.00
1993,chn,mac,3222,5831.00,0.00
1993,chn,mmr,3222,4003.00,61331.00
1993,chn,mys,3222,1492178.00,0.00
1993,chn,pak,3222,15093.00,0.00
1993,chn,phl,3222,8456048.00,0.00
1993,chn,prk,3222,73647707.00,0.00
1993,chn,sau,3222,18443.00,0.00
1993,chn,sgp,3222,183585.00,0.00
1993,chn,tha,3222,5012869.00,0.00
1993,chn,vnm,3222,8000.00,39499.00
1993,chn,bel,3222,12466186.00,0.00
1993,chn,deu,3222,172516.00,0.00
1993,chn,fra,3222,2267790.00,0.00
1993,chn,gbr,3222,2263565.00,0.00
1993,chn,ita,3222,8544852.00,0.00
1993,chn,nld,3222,3536062.00,0.00
1993,chn,pol,3222,0.00,450.00
1993,chn,rou,3222,2879002.00,0.00
1993,chn,swe,3222,1646422.00,0.00
1993,chn,usa,3222,0.00,756.00
1993,chn,aus,3222,791.00,19352712.00
1993,chn,nzl,3222,0.00,6738819.00
1993,chn,col,3222,0.00,1695482.00
1993,cyp,zaf,3222,0.00,338867.00
1993,cyp,bel,3222,0.00,6078.00
1993,cyp,irl,3222,9097.00,0.00
1993,cyp,ita,3222,546290.00,1494.00
1993,cyp,rus,3222,0.00,847336.00
1993,geo,nld,3222,121093.00,0.00
1993,hkg,zaf,3222,0.00,104057290.00
1993,hkg,chn,3222,0.00,57968772.00
1993,hkg,idn,3222,0.00,87156861.00
1993,hkg,usa,3222,0.00,934751.00
1993,hkg,aus,3222,0.00,120267283.00
1993,hkg,col,3222,0.00,10412061.00
1993,idn,bgd,3222,221000.00,0.00
1993,idn,brn,3222,1790.00,0.00
1993,idn,chn,3222,0.00,2458335.00
1993,idn,hkg,3222,87156861.00,0.00
1993,idn,ind,3222,8284570.00,0.00
1993,idn,jpn,3222,228916946.00,12551.00
1993,idn,kor,3222,27836956.00,0.00
1993,idn,mys,3222,49244178.00,10846.00
1993,idn,phl,3222,18271219.00,0.00
1993,idn,sau,3222,14297.00,0.00
1993,idn,sgp,3222,2341787.00,1188.00
1993,idn,tha,3222,14042993.00,0.00
1993,idn,bgr,3222,2849239.00,0.00
1993,idn,deu,3222,8936615.00,45000.00
1993,idn,dnk,3222,4478680.00,0.00
1993,idn,esp,3222,17040035.00,0.00
1993,idn,fra,3222,284944.00,0.00
1993,idn,gbr,3222,1529390.00,0.00
1993,idn,grc,3222,387229.00,0.00
1993,idn,hun,3222,872.00,0.00
1993,idn,irl,3222,1563516.00,0.00
1993,idn,ita,3222,4694234.00,0.00
1993,idn,nld,3222,33433126.00,0.00
1993,idn,nor,3222,266466.00,0.00
1993,idn,scg,3222,7187356.00,0.00
1993,idn,swe,3222,469742.00,0.00
1993,idn,usa,3222,29169610.00,0.00
1993,idn,aus,3222,0.00,16483423.00
1993,idn,arg,3222,1047239.00,0.00
1993,ind,zaf,3222,0.00,2394916.00
1993,ind,bgd,3222,17243832.00,0.00
1993,ind,btn,3222,84576.00,136340.00
1993,ind,chn,3222,0.00,1821627.00
1993,ind,idn,3222,0.00,8284570.00
1993,ind,jpn,3222,0.00,2481901.00
1993,ind,mys,3222,3067.00,0.00
1993,ind,npl,3222,3438921.00,0.00
1993,ind,pak,3222,2005204.00,0.00
1993,ind,tha,3222,7411.00,0.00
1993,ind,deu,3222,4371.00,0.00
1993,ind,fra,3222,772.00,0.00
1993,ind,gbr,3222,796909.00,0.00
1993,ind,pol,3222,0.00,3452245.00
1993,ind,aus,3222,0.00,363397765.00
1993,ind,nzl,3222,0.00,13754130.00
1993,irn,cze,3222,0.00,7754.00
1993,irn,gbr,3222,0.00,48989.00
1993,irn,pol,3222,0.00,2405000.00
1993,irn,aus,3222,0.00,32782516.00
1993,isr,zaf,3222,0.00,300200768.00
1993,isr,chn,3222,0.00,1592631.00
1993,isr,bel,3222,0.00,3328.00
1993,isr,deu,3222,0.00,17015.00
1993,isr,gbr,3222,0.00,2439.00
1993,isr,ukr,3222,6000.00,0.00
1993,isr,usa,3222,0.00,29546177.00
1993,isr,aus,3222,0.00,18397943.00
1993,isr,col,3222,0.00,26402024.00
1993,jor,zaf,3222,0.00,2512494.00
1993,jor,deu,3222,0.00,17000.00
1993,jpn,zaf,3222,0.00,214625924.00
1993,jpn,brn,3222,11020.00,0.00
1993,jpn,chn,3222,0.00,213721173.00
1993,jpn,idn,3222,12551.00,228916946.00
1993,jpn,ind,3222,2481901.00,0.00
1993,jpn,mys,3222,830.00,2735982.00
1993,jpn,sau,3222,23716.00,0.00
1993,jpn,sgp,3222,7093.00,0.00
1993,jpn,tha,3222,621098.00,0.00
1993,jpn,vnm,3222,0.00,556353.00
