x,y
2.3540102,48.8667578
2.3706511,48.8775681
2.3713461,48.8476894
2.3508014,48.8703048
2.3535865,48.8709985
2.3323837,48.8469707
2.3302289,48.8418944
2.3817592,48.882752
2.3570995,48.8651036
2.3345128,48.8562651
2.32023,48.8691292
2.3568218,48.8397067
2.32111,48.8744933
2.3268466,48.8796202
2.3216553,48.8796822
2.3153567,48.8755693
2.3294298,48.8221894
2.3463765,48.8629714
2.2977482,48.8709353
2.2853765,48.8577083
2.405448,48.864679
2.3508748,48.8386419
2.3929269,48.8886474
2.4084458,48.8557793
2.348593,48.8239042
2.3416586,48.82461
2.3616011,48.8829252
2.364612,48.8803249
2.3584957,48.8817747
2.3248597,48.8601335
2.3648588,48.8807643
2.3920054,48.8364674
2.3507056,48.8847453
2.3621407,48.8806906
2.2959616,48.868084
2.2969254,48.8703587
2.2867839,48.8636423
2.2926187,48.8728329
2.2887214,48.8709784
2.29044,48.869817
2.2860775,48.8663817
2.2914929,48.8746478
2.2816379,48.8704114
2.2836605,48.8710734
2.2834717,48.8690028
2.282273,48.8693804
2.2761356,48.8711517
2.275349,48.8680587
2.2760965,48.8659375
2.283463,48.8617436
2.2788772,48.8637013
2.2726026,48.8613357
2.2836629,48.8765643
2.2808862,48.8595629
2.3129284,48.8406208
2.3164471,48.8388721
2.3149792,48.8401231
2.3218874,48.8425778
2.3440322,48.8760665
2.3435083,48.8756838
2.2776096,48.8561939
2.3346505,48.8368728
2.3568665,48.8447026
2.3560171,48.8413724
2.2703768,48.8506131
2.335182,48.8275263
2.2688293,48.8534106
2.3626888,48.8846083
2.2753719,48.8489072
2.265035,48.8531962
2.3764631,48.8906387
2.268777,48.8470321
2.2946051,48.8577356
2.2649225,48.8452464
2.3303072,48.8904317
2.3961635,48.8508625
2.3869965,48.8871029
2.2581533,48.8405927
2.2570688,48.8423304
2.262188,48.8385825
2.395277,48.8495831
2.3613791,48.8549101
2.261145,48.8360013
2.3592288,48.8854045
2.3634445,48.8929685
2.3684154,48.8842985
2.3703338,48.8955459
2.3660462,48.8819509
2.3712581,48.8890567
2.3683249,48.8837594
2.3719981,48.886544
2.2851415,48.8400548
2.3330758,48.8708754
2.3947397,48.8564548
2.3940625,48.8565035
2.284281,48.8770025
2.3285927,48.8758609
2.3464521,48.8526001
2.3591768,48.8754696
2.3417521,48.8686596
2.3485576,48.8488005
2.3394141,48.8445293
2.3548677,48.8495018
2.3510912,48.8511253
2.3483071,48.8472384
2.3519895,48.8428564
2.3524623,48.8445658
2.3496568,48.8448216
2.2607384,48.8478778
2.3561984,48.8602119
2.354883,48.8578946
2.3142208,48.8517091
2.3152071,48.8568826
2.3495657,48.8702611
2.3154249,48.8494402
2.361671,48.8665083
2.2790491,48.8369199
2.3805939,48.8480589
2.4045153,48.8360885
2.3989722000000002,48.8381251
2.3870269,48.8472696
2.3841028,48.8469648
2.3942334,48.8484449
2.401981,48.8371231
2.3948709,48.8401544
2.3107648,48.8513882
2.3542451,48.8787372
2.3137224,48.8457318
2.2841053,48.8778917
2.3173489,48.8345539
2.3113318,48.8488608
2.3091715,48.8472345
2.3420292,48.8266751
2.3848279,48.8576289
2.3696539,48.8468117
2.2937612,48.8447389
2.3265442,48.8280214
2.3307842,48.8236661
2.3539616,48.853291
2.3572626,48.851547
2.376551,48.8481089
2.3879731,48.8435306
2.3865009,48.8680115
2.3894222,48.8685471
2.3186409,48.8376243
2.2808493,48.836403
2.4105193,48.8461317
2.410825,48.8420844
2.4058464,48.8382837
2.3987932,48.8352841
2.2794851,48.8656124
2.3251244,48.8696442
2.3648071,48.8735786
2.3256548,48.855456
2.345456,48.8676791
2.3373819,48.8682794
2.2927987,48.8506477
2.3361361,48.8644947
2.3145274,48.8609239
2.3726157,48.8371729
2.3239613,48.8758485
2.3891481,48.8796234
2.3940682,48.8487334
2.3724074,48.8915094
2.3875787,48.8625473
2.3009974,48.864848
2.3017607,48.8649216
2.3013668,48.8673243
2.2570123,48.838744
2.3825864,48.8617144
2.3156151,48.8281729
2.3117312,48.832807
2.3214977,48.8256315
2.2980679,48.8366909
2.3061937,48.8546324
2.3069164,48.855564
2.3371875,48.8722687
2.3156606,48.842463
2.2674201,48.86114
2.3545853,48.8629947
2.395162,48.8477423
2.3577412,48.8287266
2.2982848,48.8383397
2.3109474,48.8847231
2.3268954,48.8468021
2.3748764,48.8499769
2.3722146,48.8603849
2.3720347,48.8618251
2.2936145,48.8435697
2.370435,48.8753266
2.3427222,48.8716636
2.3413115,48.8716892
2.3482133,48.8704451
2.3351598,48.8742841
2.3372725,48.8767915
2.3799427,48.8402893
2.3347712,48.8917862
2.3329651,48.8941884
2.3640412,48.8314449
2.342902,48.8712517
2.3088194,48.8748866
2.3344555,48.8962894
2.3457867,48.8376821
2.376076,48.8420279
2.3785104,48.8927495
2.4077895,48.8575224
2.3575262,48.8716754
2.3502507,48.8371189
2.3900381,48.8443192
2.392441,48.8453249
2.3462011,48.870911
2.3604742,48.8527719
2.3008287,48.8721042
2.3940728,48.8364609
2.2816115,48.8603406
2.2936427,48.8716719
2.3227272,48.889016
2.3742342,48.8882739
2.3529078,48.8619429
2.3474365,48.8603324
2.3814318,48.8468845
2.3070363,48.8874544
2.3929281,48.8354238
2.3380607,48.8969236
2.3069934,48.8275276
2.3180488,48.8339523
2.368174,48.8274304
2.4048766,48.8561119
2.3828198,48.8669144
2.3029727,48.8691814
2.3386612,48.87634
2.3510147,48.8762014
2.321939,48.8841728
2.3426582,48.850552
2.3501344,48.825676
2.355011,48.8765499
2.3518933,48.8770861
2.3171605,48.8310197
2.4014213,48.8680495
2.4042119,48.8713337
2.3959121,48.8701445
2.3993183,48.8728768
2.3993172,48.8728938
2.3978579,48.8648385
2.3978758,48.8648313
2.3989491,48.8652188
2.3980167,48.865355
2.3988664,48.8673886
2.3494764,48.857337
2.3474237,48.8576797
2.3479414,48.8582447
2.3474194,48.8582659
2.4066474,48.8768078
2.3617329,48.8899801
2.3561959,48.8369513
2.3447619,48.8781367
2.3561113,48.838061
2.2775578,48.8460596
2.364313,48.8201212
2.3535805,48.8259193
2.359665,48.8263189
2.3791564,48.8594275
2.3617816,48.8920212
2.3609495,48.8292546
2.3686094,48.8857802
2.3083307,48.8497186
2.3646913,48.866237
2.362751,48.8690297
2.3852798,48.8739758
2.3770311,48.8305898
2.32504,48.8661314
2.3383121,48.8683478
2.3891688,48.8753313
2.3148367,48.861863
2.3918284,48.8720892
2.3246314,48.887959
2.3990398,48.8755665
2.3546932,48.8460401
2.3664212,48.8314615
2.3622787,48.8249366
2.3644322,48.8620026
2.3632261,48.863498
2.3744328,48.8690499
2.3796813,48.8585753
2.3484559,48.8507946
2.3514623,48.8467055
2.3369453,48.8517216
2.3382802,48.8538165
2.3507953,48.8301553
2.3811772,48.8833951
2.3031731,48.8322387
2.2888687,48.8331568
2.326072,48.8227345
2.3225015,48.8237106
2.3358342,48.8695875
2.3450609,48.834888
2.3716358,48.8277431
2.3627399,48.8224694
2.3405881,48.8302412
2.335575,48.8647343
2.3356323,48.8662103
2.2923556,48.8467047
2.2842037,48.8478405
2.3289842,48.897366
2.3346001,48.8674198
2.3515447,48.8529095
2.2973925,48.8517451
2.3622964,48.8507735
2.3487464,48.8596625
2.3928135,48.8367894
2.3927857,48.8367966
2.3316801,48.8478988
2.3491772,48.8667659
2.3444683,48.8995239
2.2995983,48.8803654
2.3542124,48.8594211
2.4006966,48.8344971
2.3503873,48.8205525
2.3919934,48.8377537
2.346496,48.8337957
2.3255832,48.8239629
2.3501757,48.8639977
2.3391181,48.8630965
2.3379664,48.8632467
2.3342805,48.8631657
2.3360156,48.8669154
2.3527078,48.8301901
2.3682405,48.8760081
2.3628467,48.8586333
2.3600407,48.8594872
2.35666,48.8286371
2.3406517,48.846686
2.3316795,48.8482343
2.2895231,48.8354667
2.3405739,48.8765388
2.3403192,48.866729
2.3386378,48.8662363
2.3527628,48.8951621
2.3826108,48.8949099
2.288515,48.88387
2.3039021,48.8491175
2.2945535,48.8551063
2.3238812,48.8593703
2.351316,48.8333762
2.3365731,48.8307183
2.3737748,48.8864162
2.377039,48.8880413
2.3738487,48.8887722
2.3404263,48.885006
2.3445206,48.8463126
2.3500298,48.8546596
2.3528852,48.8579605
2.3525161,48.866461
2.3861979,48.8528091
2.3020959,48.8477315
2.3008922,48.8497962
2.3573847,48.8763972
2.3727561,48.8284996
2.3581722,48.8223085
2.3929736,48.842061
2.3663982,48.8421812
2.3896406,48.8426135
2.4037665,48.8599721
2.3952523,48.8651549
2.3598261,48.8763508
2.3585009,48.8766929
2.3582168,48.8774115
2.328699,48.8588805
2.3340481,48.8661383
2.3734997,48.8437525
2.3423327,48.8381865
2.3288796,48.8421145
2.3316417,48.8336276
2.3296746,48.8312388
2.3530477,48.867388
2.3552044,48.8712598
2.3017273,48.8722388
2.3033588,48.8734476
2.287501,48.882886
2.3268189,48.8771209
2.2962194,48.8479926
2.3241645,48.8761481
2.3241808,48.8761495
2.3608814,48.8391666
2.3660823,48.8487355
2.3495725,48.8833277
2.3493831,48.8878812
2.3494535,48.8907989
2.3059611,48.82792
2.3143304,48.8317018
2.320813,48.835327
2.3215357,48.8397282
2.3243398,48.8432384
2.3520782,48.880388
2.3472707,48.8515541
2.3559657,48.8695571
2.3578427,48.8726242
2.3586494,48.8741347
2.3473425,48.8223304
2.3592384,48.8646842
2.3591378,48.8641649
2.3489696,48.8773247
2.351851,48.8793698
2.348363,48.8444824
2.3434322,48.8472115
2.3528604,48.8240184
2.3291554,48.8342691
2.350545,48.8736906
2.3247432,48.8412705
2.3413373,48.8865176
2.369885,48.8251267
2.3178376,48.8742079
2.3564778,48.8614687
2.3625783,48.879104
2.3225497,48.8935556
2.3697345,48.8573616
2.2899731,48.8482382
2.3631592,48.8670973
2.3387109,48.8197525
2.3737287,48.8447079
2.3562951,48.8725685
2.3563087,48.8725936
2.3266914,48.8835817
2.2635145,48.8443268
2.2653532,48.846636
2.2616579,48.8485925
2.4007056,48.84099
2.3646927,48.8600891
2.3645524,48.858366
2.3579572,48.857938
2.3828157,48.8749312
2.3876376,48.8764857
2.3822018,48.877199
2.321925,48.8296139
2.3193922,48.8304
2.332103,48.8278615
2.4091099,48.8605056
2.3637175,48.8502767
2.3670567,48.8524504
2.3687828,48.8216001
2.3817548,48.8756098
2.3813288,48.8780909
2.3839102,48.8781515
2.3347744,48.8917825
2.2640176,48.841484
2.3400974,48.8592104
2.3759951,48.8447459
2.3754425,48.8440718
2.351836,48.8456669
2.3634886,48.8541085
2.3625793,48.8549629
2.3787829,48.8299332
2.3953317,48.8753242
2.3940369,48.880222
2.3934773,48.8820001
2.3639767,48.8212664
2.3707742,48.8783558
2.364415,48.8647858
2.386727,48.8738051
2.3924954,48.8751443
2.3675514,48.8592749
2.3679813,48.8688479
2.3768689,48.8723539
2.379728,48.8729488
2.3520935,48.8583184
2.3499547,48.862516
2.365516,48.8653406
2.387968,48.8631848
2.3929854,48.8655063
2.3957116,48.8686033
2.3956965,48.868619
2.3937146,48.8777562
2.3978103,48.8781216
2.3964689,48.8792496
2.3980397,48.8802586
2.3305713,48.8831983
2.3648899,48.8392702
2.3655385,48.8400918
2.3769175,48.8511568
2.382857,48.8529972
2.3828454,48.8530196
2.3871449,48.8328599
2.3543268,48.8651963
2.3844737,48.8588161
2.3812174,48.8589819
2.3867242,48.8594014
2.3857666,48.863256
2.3857334,48.8632853
2.3829513,48.8648126
2.3829631,48.8500039
2.3844032,48.8507329
2.3586577,48.8982089
2.3786716,48.8507255
2.3771841,48.8533462
2.3424502,48.8212398
2.3439683,48.822738
2.3458469,48.8259973
2.3498479,48.8295582
2.3697202,48.8215117
2.3770246,48.823760299999996
2.3461176,48.8631689
2.3939194,48.8729963
2.3206631,48.8450484
2.3242565,48.8446825
2.2834219,48.8367301
2.287188,48.8380565
2.3736896,48.8350006
2.3745881,48.8964917
2.3555116,48.8803735
2.3783047,48.8552585
2.3739323,48.8552658
2.318141,48.8958573
2.2934,48.8481129
2.2775063,48.8434716
2.2775007,48.8435051
2.2830375,48.8485134
2.3524574,48.8409516
2.3539234000000002,48.8413942
2.3524655,48.8430259
2.3439738,48.8445531
2.3699651,48.8659162
2.3717617,48.8663302
2.3724309,48.8682279
2.2857019,48.8519024
2.3984426,48.8394358
2.4004643,48.8396731
2.4044487,48.8397229
2.4052623,48.8425807
2.4014187,48.8449514
2.396979,48.8477762
2.3276122,48.8699854
2.3279965,48.8705915
2.3175935,48.8765489
2.3163632,48.8778966
2.4085704,48.8380439
2.405734,48.8444132
2.4061046,48.8469636
2.3996935,48.8477119
2.3873429,48.8551163
2.3909733,48.855781
2.3848118,48.8576264
2.3805398,48.8560916
2.3705301,48.8566706
2.3745262,48.8610269
2.3773796,48.8617489
2.3505175,48.8482325
2.3753392,48.825218
2.3745369,48.8256931
2.3687259,48.8230195
2.3848321,48.8747911
2.3848019,48.8748066
2.2865746,48.8569713
2.3612611,48.8636723
2.3651487,48.8639606
2.3651646,48.863974
2.3620193,48.8691263
2.3598489,48.8718272
2.4012234,48.8686339
2.4055956,48.8693441
2.410341,48.8704839
2.4008419,48.8711136
2.4089468,48.8730667
2.4036059,48.8736928
2.4129355,48.8490066
2.412032,48.8513002
2.3982902,48.857074
2.4028022,48.8587174
2.4027761,48.8587373
2.3175651,48.842204
2.378239,48.8765167
2.389205,48.8518713
2.389192,48.8518962
2.3929083,48.8534659
2.3828413,48.8560416
2.379171,48.8594077
2.3990786,48.8640029
2.4006213,48.8657866
2.3611791,48.8189992
2.403193,48.878621
2.3966891,48.8538698
2.4027746,48.8630033
2.4092607,48.8643193
2.4060456,48.8646636
2.4060039,48.8646643
2.4038302,48.8652734
2.402895,48.8697011
2.3666072,48.8630955
2.3662635,48.8641042
2.3677318,48.8650494
2.3666619,48.8659443
2.3539858,48.8667633
2.3539623,48.8667681
2.350778,48.8703101
2.3507623,48.8703197
2.3467692000000002,48.8709967
2.3852876,48.8354359
2.3852928,48.8354321
2.392101,48.8402063
2.3906657,48.8408223
2.3254415,48.8876705
2.3029855,48.869169
2.3083113,48.8707002
2.3117002,48.871001
2.3104041,48.8726316
2.3525209,48.8820206
2.385497,48.8675973
2.380419,48.8690849
2.3268218,48.8850248
2.3579546,48.8242249
2.3597899,48.876902
2.3594269,48.8769889
2.3590216,48.877101
2.3063911,48.8746729
2.365567,48.8415475
2.3201912,48.8412808
2.3198652,48.8411968
2.3740251,48.8453031
2.3969963,48.8492504
2.3734645,48.8616457
2.3691933,48.8633407
2.4086358,48.8692766
2.3217306,48.8343654
2.3989624,48.8429127
2.3952086,48.8456817
2.3977023,48.8464575
2.401206,48.8464714
2.4011604,48.8464864
2.3749678,48.8740777
2.371856,48.8767905
2.3738985,48.8779632
2.3784912,48.8790684
2.3730294,48.8807675
2.3741117,48.8807789
2.3740836,48.8807891
2.3467894,48.8594643
2.3499393,48.8625196
2.3406539,48.8522528
2.340594,48.8522875
2.3692381,48.872065
2.3709507,48.8730291
2.3645282,48.8756409
2.3687822,48.8792007
2.3548662,48.8797687
2.3548763,48.8797698
2.3741896,48.8460449
2.3749268,48.849542
2.3431632,48.8635371
2.3433485,48.8290424
2.3989348,48.8800237
2.395556,48.8832946
2.3974946,48.8838329
2.395505,48.8853556
2.3940781,48.8862437
2.3793554,48.8955518
2.4094049,48.8408681
2.3999564,48.8538861
2.3584097,48.8390346
2.3527416,48.8476447
2.352748,48.8476548
2.3557364,48.8552986
2.3551485,48.8565436
2.2871719,48.8620988
2.3787074,48.8679421
2.4065993,48.8352555
2.4058818,48.8382867
2.4117109,48.8443505
2.4105306,48.8461083
2.3902485,48.8582489
2.2976201,48.8781377
2.2947127,48.8799953
2.2947237,48.8800233
2.2947347,48.8800481
2.2980007,48.8805234
2.2979742,48.8805392
2.2953544,48.8815326
2.2859038,48.882236
2.2966631,48.8852488
2.2923143,48.886254
2.3811505,48.8834049
2.3811338,48.8834203
2.4013107,48.8521623
2.4012985,48.8521897
2.4026737,48.8538558
2.3836811,48.8677011
2.3836988,48.8677059
2.3943087,48.8395755
2.3711565,48.8489826
2.3721309,48.8513648
2.3740419,48.8519092
2.3740238,48.8519134
2.3372428,48.8872202
2.4059331,48.8478549
2.4029434,48.8489836
2.4100554,48.8587683
2.3802167,48.850384
2.3871334,48.8466028
2.2623119,48.8409541
2.2618639,48.8420535
2.2601058,48.8428933
2.2834712,48.8568612
2.3007632,48.8738624
2.3690973,48.8273323
2.3153823,48.8813547
2.3089862,48.8830021
2.3051347,48.883829
2.2923016,48.8855055
2.292738,48.8856521
2.2938131,48.8868459
2.3132631,48.8675416
2.3713825,48.8640707
2.367539,48.8664872
2.3746804,48.8670085
2.372269,48.8692563
2.3722462,48.8692818
2.3712612,48.8700286
2.3199445,48.8266276
2.3201406,48.8316896
2.3609246,48.8384412
2.3568598,48.8521237
2.3568712,48.8521405
2.3570187,48.8557382
2.3372245,48.8396982
2.3684179,48.8565036
2.3512354,48.8669012
2.3292033,48.8836324
2.3501069,48.8395178
2.3191695,48.851639
2.334069,48.8732417
2.3309174,48.8760405
2.331976,48.8761019
2.3412694,48.8770133
2.3412023,48.8770292
2.3468425,48.8774686
2.3433839,48.8812264
2.3476185,48.8305497
2.3497826,48.8318969
2.3154826,48.8738219
2.3973734,48.8397722
2.3401133,48.8386343
2.3117223,48.8305822
2.3584347,48.8356046
2.2859384,48.8464421
2.3486024,48.8538379
2.3377263,48.895281
2.3545295999999998,48.8301636
2.3679361,48.8574234
2.316787,48.8412049
2.3502776,48.8861096
2.3543561,48.8861556
2.3373582,48.8783322
2.3226754,48.8788564
2.3337271,48.8795791
2.3311704,48.8801965
2.4001442,48.8483546
2.3256107,48.8557544
2.3266541,48.8565804
2.328083,48.8577258
2.3258826,48.8555321
2.3264597,48.8559475
2.3329456,48.8701702
2.3320083,48.8704212
2.3609726,48.8705352
2.3591304,48.8730499
2.3551521,48.8744664
2.3534817,48.8748027
2.356955,48.8753968
2.3250799,48.8316104
2.3237753,48.830816
2.2974331,48.8296424
2.2978317,48.869898
2.3012841,48.8761518
2.2986618,48.875098
2.373055,48.8751289
2.3006922,48.8585339
2.3001256,48.8578827
2.3040149,48.8754658
2.3050556,48.8778739
2.3858022,48.8545456
2.3704485,48.882713
2.3307388000000002,48.8320301
2.3427377,48.8644394
2.3279326,48.8941981
2.3260908,48.889259
2.3075063,48.8480586
2.2981252,48.8528046
2.2930266,48.8388264
2.3051712,48.8348596
2.3052177,48.8455008
2.2752317,48.8611532
2.2780396,48.8641223
2.3923827,48.8503201
2.3770924,48.884464
